image_name,registered,matched_points,matched_norm,inlier_ratio,reprojection_error,reprojection_score,geo_score,accepted
0168,1.0,920.0,0.29442521929740906,0.31966643502432246,1.1926022553827096,0.0,0.5035229135804329,False
0169,1.0,991.0,0.7213460206985474,0.3725563909774436,1.1926022553827096,0.0,0.6234756029189977,True
0170,1.0,4228.0,0.22408704459667206,0.5296918065647708,1.1926022553827096,0.0,0.5384447127903607,False
0171,1.0,1851.0,0.7681538462638855,0.5133111480865225,1.1926022553827096,0.0,0.670366248587602,True
0172,1.0,4921.0,0.31070253252983093,0.6134380453752182,1.1926022553827096,0.0,0.5810351444762623,True
0173,1.0,5731.0,0.4331618547439575,0.6015534795843392,1.1926022553827096,0.0,0.6086788335820742,True
0174,1.0,7564.0,0.062494728714227676,0.5102192242833052,1.1926022553827096,0.0,0.4931784882493832,False
0175,1.0,6571.0,0.1721346080303192,0.5778227224762574,1.1926022553827096,0.0,0.5374893326266441,False
0176,1.0,6706.0,0.4175592362880707,0.5706748361841545,1.1926022553827096,0.0,0.5970585181180563,True
0177,1.0,6862.0,0.2807624042034149,0.5723579948285928,1.1926022553827096,0.0,0.5632800997580019,True
0179,1.0,1944.0,0.2299063801765442,0.45,1.1926022553827096,0.0,0.5199765950441361,False
0180,1.0,4230.0,0.1947372853755951,0.5752753977968176,1.1926022553827096,0.0,0.5425031707931032,False
0181,1.0,6399.0,0.455089807510376,0.7001860159754897,1.1926022553827096,0.0,0.6388189558714664,True
0182,1.0,8646.0,0.3894745707511902,0.7429111531190926,1.1926022553827096,0.0,0.6330964309675706,True
0183,1.0,10089.0,0.11183267086744308,0.7736369910282954,1.1926022553827096,0.0,0.5713674154739345,True
0185,1.0,9092.0,0.4100531339645386,0.7405114839550415,1.1926022553827096,0.0,0.637641154479895,True
0186,1.0,9103.0,0.1011217013001442,0.7471273801707157,1.1926022553827096,0.0,0.562062270367715,True
0189,1.0,10680.0,0.43695706129074097,0.7461748061203102,1.1926022553827096,0.0,0.6457829668527628,True
0191,1.0,2660.0,0.21464113891124725,0.4906843755764619,1.1926022553827096,0.0,0.5263313786219272,False
0192,1.0,1646.0,0.1631104052066803,0.4257630625969995,1.1926022553827096,0.0,0.4972183669509199,False
0193,1.0,1477.0,0.13932697474956512,0.4024523160762943,1.1926022553827096,0.0,0.48544482270646483,False
0194,1.0,2536.0,0.005397655535489321,0.4926184926184926,1.1926022553827096,0.0,0.4745040370384955,False
0195,1.0,4623.0,0.08788057416677475,0.6020315145201198,1.1926022553827096,0.0,0.5224780221717236,False
0196,1.0,5412.0,0.32360631227493286,0.6774314682688697,1.1926022553827096,0.0,0.6002594451359506,True
0197,1.0,8401.0,0.6797672510147095,0.6655311732551691,1.1926022553827096,0.0,0.6863246060674696,True
0198,1.0,8446.0,0.6828033924102783,0.6763834387763273,1.1926022553827096,0.0,0.6897967077966514,True
0199,1.0,5686.0,0.5985493659973145,0.754812159830081,1.1926022553827096,0.0,0.6883403814568488,True
0200,1.0,5951.0,0.0,0.7590561224489796,1.1926022553827096,0.0,0.5397640306122449,False
0201,1.0,8390.0,0.1370498389005661,0.643059707212386,1.1926022553827096,0.0,0.545027386528238,False
0206,1.0,3264.0,0.8775407075881958,0.6028814185445143,1.1926022553827096,0.0,0.7201055315331775,True
0209,1.0,3095.0,0.11082061380147934,0.48329169269206745,1.1926022553827096,0.0,0.49852807662338666,False
